import_id,source_page,title,theme,category,level,duration,organisation,deroulement,variantes,schema_images
cahier-t1-132,52,Dextérité - 1,Dribble,Dribble,Tous niveaux,8-12 min,1 ballon par joueur,"[""Faire des allers-retours"", ""Varier la gamme de dribbles (main droite, main gauche, balayage, in & out, entre les jambes, dans le dos…)""]",[],"[""schemas/exo_132_p52_dexterite-1.png""]"
cahier-t1-133,52,Dextérité - 2,Dribble,Dribble,Tous niveaux,8-12 min,Faire des groupes de 3 / 1 ballon pour 3,"[""Le premier joueur dribble jusqu’au joueur d’en face"", ""Le deuxième joueur repart dans l’autre sens…"", ""Varier la gamme de dribbles (main droite, main gauche, balayage, in & out, entre les jambes, dans le dos…)""]",[],"[""schemas/exo_133_p52_dexterite-2.png""]"
cahier-t1-134,52,Dextérité - 3,Dribble,Dribble,Tous niveaux,8-12 min,Faire des groupes de 3 / 2 ballons pour 3,"[""Le premier joueur dribble jusqu’au joueur d’en face"", ""Le deuxième joueur repart dans l’autre sens…"", ""Varier la gamme de dribbles (simultanés, alternatifs, cross, entre les jambes, dans le dos…)""]",[],"[""schemas/exo_134_p52_dexterite-3.png""]"
cahier-t1-135,52,Vtesse de dribble,Dribble,Dribble,Tous niveaux,8-12 min,1 ballon chacun / faire des groupes de 2,"[""Les joueurs démarrent en dribble"", ""Au signal du coach ils doivent réaliser le dribble demandé (ex : cross entre les jambes)"", ""Une fois le mouvement réalisé, le premier joueur qui ramasse le plot gagne""]","[""Les cross""]","[""schemas/exo_135_p52_vtesse-de-dribble.png""]"
cahier-t1-136,53,Ligne de plot,Dribble,Dribble,Tous niveaux,8-12 min,1 ballon par joueur / 4 plots,"[""1 travaille sur les 3 plots"", ""Sé décale en face le 4ème plot arrive lancé et va tirer""]","[""Varier les finitions et les changements de dribble""]","[""schemas/exo_136_p53_ligne-de-plot.png""]"
cahier-t1-137,53,Ligne de plot - 2,Dribble,Dribble,Tous niveaux,8-12 min,1 ballon par joueur / 8 plots,"[""1 travaille sur les 3 plots"", ""Sé décale en face le 4ème plot arrive lancé et va tirer""]","[""Varier les finitions et les changements de dribble""]","[""schemas/exo_137_p53_ligne-de-plot-2.png""]"
cahier-t1-138,53,5 plots,Dribble,Dribble,Tous niveaux,8-12 min,1 ballon par joueur / 5 plots,"[""1 travaille sur 3 plots"", ""A la sortie du 3ème plot il enchaine sur une finition""]","[""Varier les finitions et les changements de dribble""]","[""schemas/exo_138_p53_5-plots.png""]"
cahier-t1-139,53,Dribble de recul,Dribble,Dribble,Tous niveaux,8-12 min,1 ballon par joueur / 10 plots,"[""1 avance jusqu’au plot bord raquette"", ""1 dribble de recul jusqu’au plot à 3pts à 45°"", ""1 avance jusqu’au plot bord raquette elbow"", ""1 recul jusqu’au plot à 3 pts dans l’axe""]",[],"[""schemas/exo_139_p53_dribble-de-recul.png""]"
cahier-t1-140,54,Dribble de contre-attaque,Dribble,Dribble,Tous niveaux,8-12 min,2 colonnes / 1 ballon par joueur,"[""Slalom de dribble avec un ballon"", ""Finition en lay-up avec un ballon"", ""Mettre un contrat sur le nombre de dribble""]","[""Varier les finitions, mettre des changements de dribble""]","[""schemas/exo_140_p54_dribble-de-contre-attaque.png""]"
cahier-t1-141,54,Dribble 2 ballons,Dribble,Dribble,Tous niveaux,8-12 min,2 colonnes / 2 ballons par joueur,"[""Slalom de dribble avec deux ballons"", ""Finition en lay-up avec un ballon""]","[""Varier les finitions, mettre des changements de dribble""]","[""schemas/exo_141_p54_dribble-2-ballons.png""]"
cahier-t1-142,54,Dribble de contre-attaque,Dribble,Dribble,Tous niveaux,8-12 min,4 ballons / 5 dribbles pour traverser le terrain,"[""1 part en dribble pour tirer sur le panier d’en face et reviens"", ""Les départs sont différés"", ""5 prend le rebond sur le deuxième tir de 1 et fait la même chose"", ""X paniers de chaque côté""]",[],"[""schemas/exo_142_p54_dribble-de-contre-attaque.png""]"
cahier-t1-143,54,Slalom,Dribble,Dribble,Tous niveaux,8-12 min,1 ballon par joueur / 7 plots,"[""Slalom de plot"", ""Finir par un tir au panier""]","[""Varier les dribbles et les finitions""]","[""schemas/exo_143_p54_slalom.png""]"
cahier-t1-144,56,Close out tir 1,Défense,Close Out,Intermédiaire,10-15 min,Travail 1/2 terrain / 1 ballon par joueur,"[""D6 va défendre sur A1 2.Les passeurs font la passe aux joueurs à 45° lorsque le défenseur passe l’axe panier panier 3.Une fois que j’ai attaqué je vais défendre""]","[""Tant que j’encaisse je continue de défendre""]","[""schemas/exo_144_p56_close-out-tir-1.png""]"
cahier-t1-145,56,Close out joueur intérieur,Défense,Close Out,Intermédiaire,10-15 min,"3 colonnes, le ballon démarre sur le Coach","[""C passe à 1 celui ci drive ligne de fond, Le défenseur (3) travail de close out et orientation ligne de fond"", ""Une fois le drive stoppé ,1 renvoie le ballon à C qui fait extra passe sur 2"", ""3 enchaine un deuxième close out sur 2""]",[],"[""schemas/exo_145_p56_close-out-joueur-interieur.png""]"
cahier-t1-146,56,Close out à 4,Défense,Close Out,Intermédiaire,10-15 min,Départ 1/2 terrain / 1 ballon / 4vs4,"[""D1 passe à terre à A1 puis va défendre sur A1"", ""A1 extra passe a A2, A2 soit tir soit attaquer le close out de D2"", ""Si l’attaque marque elle conserve, si la défense prend rebond on part sur un aller retour et on inversera les positions de départ""]",[],"[""schemas/exo_146_p56_close-out-a-4.png""]"
cahier-t1-147,57,Close out + aide,Défense,Close Out,Intermédiaire,10-15 min,1 ballon / 3 Défenseurs sur la ligne de fond / 3 attaquants sur le terrain,"[""D1 passe à D2 puis va défendre sur A1"", ""D2 passe à D3 puis va défendre sur A2"", ""D3 passe à A1 puis va défendre sur A3"", ""A1 passe à A2"", ""A2 passe à A3 pour qu’il joue son 1 v 1""]","[""Close Out + rebond""]","[""schemas/exo_147_p57_close-out-aide.png""]"
cahier-t1-148,57,Close out + rebond,Défense,Close Out,Intermédiaire,10-15 min,1 ballon / 3 Défenseurs sur la ligne de fond / 3 attaquants sur le terrain,"[""D1 passe à D2 puis va défendre sur A1"", ""D2 passe à D3 puis va défendre sur A2"", ""D3 passe à A1 puis va défendre sur A3"", ""A1 passe à A2"", ""A2 passe à A3 pour qu’il tire"", ""Les défenseurs font écran retard sur les attaquants""]",[],"[""schemas/exo_148_p57_close-out-rebond.png""]"
cahier-t1-149,57,Close out,Défense,Close Out,Intermédiaire,10-15 min,1 ballon par groupe / groupe de 4,"[""A1 passe à 2 puis va défendre sur lui"", ""A1 réalise un close out puis se met en position défensive"", ""A2 fait bouger doucement le ballon, balle sur la hanche A1 est à une distance d’un bras, balle au dessus de la tête A1 est à une distance d’un demi bras"", ""A2 réalise la même chose avec A3""]",[],"[""schemas/exo_149_p57_close-out.png""]"
cahier-t1-150,57,Close out + 1vs1,Défense,Close Out,Intermédiaire,10-15 min,Travail 1/2 terrain / 1 ballon / 3 attaquants / 1 défenseur,"[""Le défenseur part de la zone de non charge. Il passe au premier joueur puis va défendre. 2.Il réitère la même chose sur Attaquant 2 et Attaquant 3 3.Une fois qu’il a défendu les 3 1vs1 tout le monde se décale d’un poste.""]",[],"[""schemas/exo_150_p57_close-out-1vs1.png""]"
cahier-t1-151,58,Changement de statut,Défense,Défense,Intermédiaire,10-15 min,1 ballon / 1 joueur en défense / 3 attaquants,"[""D2 défend sur la balle,"", ""A1 passe à A4, D2 viens remplir l’espace"", ""A4 passe à A1, D2 reprend le porteur de balle…""]",[],"[""schemas/exo_151_p58_changement-de-statut.png""]"
cahier-t1-152,58,Rotation à 2,Défense,Défense,Intermédiaire,10-15 min,"Groupe de 5, 3 attaquants / 2 défenseurs","[""A1 passe au joueur qu’il souhaite, le défenseur en aide (D2) va sur le joueur qui reçoit le ballon"", ""D1 se replace entre les deux attaquants sans ballon"", ""A2 passe au joueur qu’il souhaite, le défenseur en aide (D1) va sur le joueur qui reçoit le ballon…""]",[],"[""schemas/exo_152_p58_rotation-a-2.png""]"
cahier-t1-153,58,Prise à 2,Défense,Défense,Intermédiaire,10-15 min,"Groupe de 6, 3 attaquants / 3 défenseurs","[""A1 passe au joueur qu’il souhaite, le défenseur en aide (D3) va sur le joueur qui reçoit le ballon avec un des deux défenseurs qui étaient sur la prise à 2 (celui côté de la passe)"", ""D1 se replace entre les deux attaquants sans ballon, D2 et D3 font une prise à 2"", ""A2 passe au joueur qu’il souhaite, le défenseur en aide (D1) va sur le joueur qui reçoit le ballon…""]",[],"[""schemas/exo_153_p58_prise-a-2.png""]"
cahier-t1-154,58,Aides + rebond,Défense,Défense,Intermédiaire,10-15 min,"1 ballon / 3 attaquants, 2 défenseurs","[""A1 démarre avec le ballon D1 est en position défensive sur A1, A5 est dans le poste bas, D5 défend 3/4 pour contester l’arrivée du ballon"", ""A1 fait la passe à 3 qui attaque la raquette, D5 va en aide pour empêcher A3 de rentrer dans la zone restrictive, D1 lui vient sur A5 pour l’aide de l’aide"", ""3 recule puis refait une passe à A1 qui tire"", ""D1 et D5 font écran retard sur leur joueur respectif""]",[],"[""schemas/exo_154_p58_aides-rebond.png""]"
cahier-t1-155,59,Rotation en x,Défense,Défense,Intermédiaire,10-15 min,1 ballon / 4 v 4,"[""A1 commence avec la balle, D1 est derrière A1"", ""D2 et D3 sont en aide"", ""A1 commence par faire une passe soit à A2 soit à A3"", ""D3 prend la première passe, D2 prend le deuxième joueur"", ""On joue a partir de la première passe""]",[],"[""schemas/exo_155_p59_rotation-en-x.png""]"
cahier-t1-156,59,Slide x4,Défense,Défense,Intermédiaire,10-15 min,1 ballon par groupe de 4,"[""Travail en coopération"", ""D1 défend sur A1 jusqu’au milieu de terrain"", ""Arrivé au milieu de terrain A1 fait la passe à A2, D1 sprinte pour retourner défendre sur A2 4.D1 fait la même chose avec A3 puis on change de défenseur""]",[],"[""schemas/exo_156_p59_slide-x4.png""]"
cahier-t1-157,59,Rebond - 4,Défense,Défense,Intermédiaire,10-15 min,1 ballon par groupe de 4,"[""Travail en coopération"", ""D1 défend sur A1 jusqu’au 3/4 de terrain"", ""Arrivé au 3/4 de terrain, check ball à 45° puis 1 v 1""]",[],"[""schemas/exo_157_p59_rebond-4.png""]"
cahier-t1-158,60,Jump close out,Défense,Défense,Intermédiaire,10-15 min,Répartir les joueurs en 2 équipes / 2x5min,"[""1 fait la passe à 2, close out sur le plot puis slide pour aller dans la colonne 2"", ""2 fait la passe à 1, course jump sur le panier puis slide pour aller dans la colonne 1""]",[],"[""schemas/exo_158_p60_jump-close-out.png""]"
cahier-t1-159,60,Circuit close out,Défense,Défense,Intermédiaire,10-15 min,Répartir les joueurs en 2 colonnes,"[""Sprint / close out pour avancer"", ""Slide dans la latéralité""]",[],"[""schemas/exo_159_p60_circuit-close-out.png""]"
cahier-t1-160,60,Carré défensif,Défense,Défense,Intermédiaire,10-15 min,"Créer des carrés, 1 temps de travail ,1 temps de récupération","[""Diagonale sprint"", ""Slide défensif"", ""Diagonale sprint"", ""Slide défensif"", ""Course avant"", ""Slide défensif"", ""Course arrière"", ""Aller - retour l’exercice se termine quand je reviens a mon plot de départ""]",[],"[""schemas/exo_160_p60_carre-defensif.png""]"
cahier-t1-161,60,T Défensif,Défense,Défense,Intermédiaire,10-15 min,1 Joueur / 4 plots,"[""Démarrer sur le plot du bas"", ""Sprint avant"", ""Slide d’un côté"", ""Slide jusque l’autre côté"", ""Revenir au plot du milieu"", ""Puis course arrière jusqu’au plot de départ""]",[],"[""schemas/exo_161_p60_t-defensif.png""]"
cahier-t1-162,62,Shooting drill,Tir,Tir,Tous niveaux,10-15 min,5 ballons / groupe de 6 ou plus,"[""Les joueurs commencent par réaliser des gammes en tournant autour de la zone de non charge"", ""Les joueurs tournent plus loin (ligne des LF)"", ""Les joueurs montent jusqu’à la ligne à 3pts""]","[""Varier les finitions, tir intérieur et tir extérieur""]","[""schemas/exo_162_p62_shooting-drill.png""]"
cahier-t1-163,62,2 V 1,Tir,Tir,Tous niveaux,10-15 min,Travail 1/4 terrain / 1 ballon / 3 joueurs,"[""Le défenseur (3) part de la raquette. Il passe au joueur qu’il veut et va défendre 2.Le joueur 2 et 3 ont le droit à une passe pour trouver un tir (pas le droit au dribble) 3.Si les attaquants marquent le défenseur reste en défense si le tir est loupé le shooteur devient défenseur""]",[],"[""schemas/exo_163_p62_2-v-1.png""]"
cahier-t1-164,62,2 v 1 + 1,Tir,Tir,Tous niveaux,10-15 min,Travail1/4 terrain / 1 ballon / 3 joueurs,"[""Le défenseur (3) part de la raquette. Il passe au joueur qu’il veut et va défendre avec 4 2.Le joueur 2 et 3 ont le droit à une passe pour trouver un tir (pas le droit au dribble) 3.Si les attaquants marquent le défenseur reste en défense si le tir est loupé le shooteur devient défenseur""]",[],"[""schemas/exo_164_p62_2-v-1-1.png""]"
cahier-t1-165,62,Rien ne se perd,Tir,Tir,Tous niveaux,10-15 min,1 ballon / 2 joueurs,"[""Concours entre deux joueurs 2.Premier à 50pts 3.Si je marque je gagne la valeur de mon panier si je loupe l’adversaire récupère la valeur du panier""]",[],"[""schemas/exo_165_p62_rien-ne-se-perd.png""]"
cahier-t1-166,63,Stay focus,Tir,Tir,Tous niveaux,10-15 min,1 ballon / 2 joueurs,"[""Course entre deux joueurs 2.Objectif : mettre deux paniers par position 3.Après chaque tir je vais toucher le milieu de terrain, si j’en loupe deux d’affilé je touche la ligne de fond""]",[],"[""schemas/exo_166_p63_stay-focus.png""]"
cahier-t1-167,63,2 tirs - 1,Tir,Tir,Tous niveaux,10-15 min,2 ballons / groupe de 2,"[""Le joueur 1 démarre dans le rond central avec 2 ballons"", ""Le joueur 1 avance jusqu’à la ligne à 3pts en dribble, fait une passe dans le dribble à 2"", ""Après sa passe il enchaine un stop tir d’un côté puis un catch and shoot de l’autre""]","[""varier l’enchainement du stop tir""]","[""schemas/exo_167_p63_2-tirs-1.png""]"
cahier-t1-168,63,Concours de tir,Tir,Tir,Tous niveaux,10-15 min,2 ballons par équipe / 2 équipes,"[""Shoot et suivre"", ""10 paniers par plot""]","[""Rajouter un tir du milieu de terrain ( fun)""]","[""schemas/exo_168_p63_concours-de-tir.png""]"
cahier-t1-169,63,3 min X 3,Tir,Tir,Tous niveaux,10-15 min,2 ballons / 3 joueurs,"[""1 shooter, 1 rebondir, 1 passeur"", ""Le même joueur tir pendant 3 minutes""]",[],"[""schemas/exo_169_p63_3-min-x-3.png""]"
cahier-t1-170,64,6 min,Tir,Tir,Tous niveaux,10-15 min,1 ballon pour 2,"[""Le même joueur tire pendant 30 sec avant de changer"", ""30/30 pendant 6 min"", ""Tirer dans son secteur""]",[],"[""schemas/exo_170_p64_6-min.png""]"
cahier-t1-171,64,Tir haut / bas,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / 2 colonnes / répartir les joueurs dans les 2 colonnes,"[""2 équilibre par le haut et reçoit de 1 pour tirer"", ""1 après ça passe coupe pour aller dans le corner opposé et tirer""]","[""Changer le côté""]","[""schemas/exo_171_p64_tir-haut-bas.png""]"
cahier-t1-172,64,Tir haut / bas - 2,Tir,Tir,Tous niveaux,10-15 min,1 Ballon par joueur (sauf le premier) / répartir les joueurs en 2 colonnes,"[""2 descend corner pour recevoir de 1"", ""1 remonte en profitant d’un écran, recevoir de 4 et tirer"", ""4 descend corner pour recevoir de 3""]","[""Les tirs, les appuis""]","[""schemas/exo_172_p64_tir-haut-bas-2.png""]"
cahier-t1-173,64,Shoot avec du retard,Tir,Tir,Tous niveaux,10-15 min,Ballons colonne 1 et 2 / répartir les joueurs en trois colonnes,"[""1 va tirer en lay-up"", ""Quand 1 a tiré, 2 attaque, 3 se décale corner pour ouvrir l’angle de passe"", ""2 fait la passe à 3, 1 après son tir va se mettre en opposition sur 3""]",[],"[""schemas/exo_173_p64_shoot-avec-du-retard.png""]"
cahier-t1-174,65,Shoot avec du retard - 1,Tir,Tir,Tous niveaux,10-15 min,"Répartir les joueurs en 3 colonnes, mettre les ballons dans la colonne 1","[""Enchainement de passes 1 -> 3 -> 2 -> 1 2.1 se démarque à 0°, 3 après sa passe va défendre sur 1""]",[],"[""schemas/exo_174_p65_shoot-avec-du-retard-1.png""]"
cahier-t1-175,65,Shoot avec du retard - 2,Tir,Tir,Tous niveaux,10-15 min,"Répartir les joueurs en 3 colonnes, mettre les ballons dans la colonne 1","[""Enchainement de passes 1 -> 3 -> 2"", ""1 va défendre sur 2""]",[],"[""schemas/exo_175_p65_shoot-avec-du-retard-2.png""]"
cahier-t1-176,65,Shoot avec du retard - 3,Tir,Tir,Tous niveaux,10-15 min,1 ballon / répartir les joueurs en deux colonnes,"[""Le premier joueur a le ballon, il passe au coach puis contourne les 2 plots haut pour tirer"", ""Le défenseur tourne sous le plot le plus bas puis va défendre""]","[""Largeur des plots, joueur avec le ballon""]","[""schemas/exo_176_p65_shoot-avec-du-retard-3.png""]"
cahier-t1-177,65,Shoot avec du retard - 4,Tir,Tir,Tous niveaux,10-15 min,1 ballon / 2 joueurs,"[""Le coach a le ballon, il donne le signal de départ"", ""L’attaquant passe sous le plot de son côté"", ""Le défenseur passe autour de son plot plus celui coeur de raquette avant d’aller défendre""]",[],"[""schemas/exo_177_p65_shoot-avec-du-retard-4.png""]"
cahier-t1-178,66,Enchainement de tirs,Tir,Tir,Tous niveaux,10-15 min,Ballons dans la colonne 1 et 3 / les intérieurs en colonne 1 les extérieurs en colonne 2 et 3,"[""1 passe à 2 et monte dans l’axe à 3pts"", ""2 fait la passe, va jouer un main à main et joue un repick"", ""2 fait la passe à 1 sur le pick & roll"", ""3 drive vers le milieu et fait la passe à 2 qui s’est décalé à 0°"", ""Après son tir 1 remonte en dribble à 45° pour jouer un main à main avec 3"", ""3 remonte jouer le main à main avec 1 et enchaine un tir""]","[""Enchainement de tir - 2""]","[""schemas/exo_178_p66_enchainement-de-tirs.png""]"
cahier-t1-179,67,Ouverture pick - 1,Tir,Tir,Confirmé,10-15 min,1 ballon par joueur,"[""Le premier joueur n’a pas de ballon, il va poser un écran sur le plot puis ouvre et reçoit du second"", ""Le second enchaine le même mouvement""]","[""Les finitions, les ouvertures""]","[""schemas/exo_179_p67_ouverture-pick-1.png""]"
cahier-t1-180,67,Ouverture pick - 2,Tir,Tir,Confirmé,10-15 min,1 ballon par joueur,"[""Le premier joueur n’a pas de ballon, il va poser un écran sur le plot puis ouvre et reçoit du second"", ""Le second enchaine le même mouvement""]","[""Les finitions, les ouvertures""]","[""schemas/exo_180_p67_ouverture-pick-2.png""]"
cahier-t1-181,67,Travail par poste Intérieur - 1,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / Mettre les joueurs en file indienne,"[""4 descend face au plot, pivote pour se mettre face à 5"", ""5 fait la passe à 4"", ""4 enchaine un tir"", ""5 descend pour réaliser la même chose""]","[""Les finitions""]","[""schemas/exo_181_p67_travail-par-poste-interieur-1.png""]"
cahier-t1-182,67,Travail par poste Intérieur - 2,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / Mettre les joueurs en file indienne,"[""4 passe au coach puis descend poste bas et pivote pour se mettre face à celui-ci"", ""C fait la passe à 4"", ""4 enchaine un moove"", ""5 passe puis descend pour réaliser la même chose""]","[""Les finitions, les mooves""]","[""schemas/exo_182_p67_travail-par-poste-interieur-2.png""]"
cahier-t1-183,68,Enchainement de tirs - 1,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / 3 colonnes / répartir les joueurs dans les 3 colonnes,"[""2 passe à C puis coupe au panier en back door"", ""3 descend en dribble à 45° passe à 2 puis coupe pour aller poste haut opposé"", ""1 descend en dribble passe à 3 puis va récupérer le ballon de C sur un main à main pour tirer""]","[""Changer les déplacements (cf : voir enchainement de tir 2)""]","[""schemas/exo_183_p68_enchainement-de-tirs-1.png""]"
cahier-t1-184,68,Enchainement de tirs - 2,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / 3 colonnes / répartir les joueurs dans les 3 colonnes,"[""2 passe à C puis coupe au panier en back door"", ""3 descend en dribble à 45° passe à 2 puis coupe Corner opposé"", ""1 descend en dribble passe à 3 puis va récupérer le ballon de C sur un main à main pour tirer""]",[],"[""schemas/exo_184_p68_enchainement-de-tirs-2.png""]"
cahier-t1-185,68,Enchainement de tirs - 3,Tir,Tir,Tous niveaux,10-15 min,3 colonnes / Ballons dans les colonnes 1 et 3,"[""1 passe à 2 puis joue le passe et va"", ""2 après avoir redonné à 1 se démarque pour venir tirer dans l’axe"", ""1 prend son propre rebond et donne à 3 qui s’est décalé corner""]",[],"[""schemas/exo_185_p68_enchainement-de-tirs-3.png""]"
cahier-t1-186,68,Enchainement de tirs - 4,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""Les deux premiers joueurs partent en dribble et monte à 45°"", ""2 passe au Coach puis coupe"", ""1 passe à 2 puis coupe pour recevoir du coach""]","[""Les finitions, les passes""]","[""schemas/exo_186_p68_enchainement-de-tirs-4.png""]"
cahier-t1-187,69,Enchainement de tirs - 5,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""Le joueur 1 fait la passe au coach puis se démarque opposé au joueur 2"", ""2 lui fait la passe, 1 tir"", ""Après sa passe à 1, 2 utilise un flare screen pour tirer avec une passe du coach""]","[""Enchainement de tir 6""]","[""schemas/exo_187_p69_enchainement-de-tirs-5.png""]"
cahier-t1-188,69,Enchainement de tirs - 6,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""Le joueur 1 fait la passe au Coach, se démarque côté du joueur 2"", ""2 lui fait la passe, 1 drive ligne de fond, s’arrête et fait la passe de secours à 2"", ""Après sa passe ,1 ressort à l’opposé pour tirer avec une passe du coach""]","[""Enchainement de tir 7""]","[""schemas/exo_188_p69_enchainement-de-tirs-6.png""]"
cahier-t1-189,69,Enchainement de tirs - 7,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""Le joueur 1 fait la passe au Coach, se démarque opposé au joueur 2"", ""2 lui fait la passe, 1 drive sur le milieu, 2 se décale à 45° pour prendre un tir"", ""Après sa passe,1 ressort corner pour tirer avec une passe du coach""]",[],"[""schemas/exo_189_p69_enchainement-de-tirs-7.png""]"
cahier-t1-190,70,Tir main à main - 1,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / 1 colonne,"[""passe au coach puis main à main et drive"", ""passe au coach puis main à main et stop tir"", ""passe au coach puis main à main et tir à 3pts""]","[""Tir main à main 2""]","[""schemas/exo_190_p70_tir-main-a-main-1.png""]"
cahier-t1-191,70,Tir main à main - 2,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / 2 colonnes,"[""2 passe au coach se démarque, 1 descend en dribble et va jouer le main à main avec 2"", ""2 tir en C&S sortie de main à main"", ""1 va jouer un deuxième main à main avec le coach et prend un stop tir""]",[],"[""schemas/exo_191_p70_tir-main-a-main-2.png""]"
cahier-t1-192,70,Tir main à main - 3,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / 2 colonnes,"[""1 dribble vers 2 pour jouer le main à main"", ""Après son main à main 1 flare corner et reçoit de 4""]","[""Les finitions (proche du cercle, stop tir, passe sur le flair)""]","[""schemas/exo_192_p70_tir-main-a-main-3.png""]"
cahier-t1-193,70,Tir main à main - 4,Tir,Tir,Tous niveaux,10-15 min,Ballons dans la colonnes du milieu / répartir les joueurs en 3 colonnes,"[""3 drive pour jouer le main à main avec 1 puis va prendre sa place"", ""4 drive pour jouer le main à main avec 2 puis va prendre sa place""]","[""Les finitions (proche du cercle, stop tir, passe sur le flair)""]","[""schemas/exo_193_p70_tir-main-a-main-4.png""]"
cahier-t1-194,71,Tir main à main - 5,Tir,Tir,Tous niveaux,10-15 min,Ballons dans les colonnes 1 et 3 / répartir les joueurs en 3 colonnes,"[""1 drive pour jouer le main à main avec 2"", ""2 drive sur un dribble puis passe à 1 qui tire"", ""Après sa passe 2 va jouer un main à main avec 3"", ""2 stop tir en sortie de main à main"", ""3 après le main à main ressort à 3 pts et reçoit le ballon de 1 pour tirer""]","[""Tir main à main - 6""]","[""schemas/exo_194_p71_tir-main-a-main-5.png""]"
cahier-t1-195,71,Tir main à main - 6,Tir,Tir,Tous niveaux,10-15 min,Ballons dans les colonnes 1 et 3 / répartir les joueurs en 3 colonnes,"[""1 drive pour jouer le main à main avec 2"", ""2 drive sur un dribble puis passe à 1 qui tire"", ""Après sa passe 2 ressort à 3 pts"", ""3 lui fait la passe"", ""2 drive pour jouer main à main avec 3"", ""3 stop tir en sortie de main à main"", ""2 descend corner après le main à main reçoit de 1 et tir""]",[],"[""schemas/exo_195_p71_tir-main-a-main-6.png""]"
cahier-t1-196,72,Pick under,Tir,Tir,Confirmé,10-15 min,1 ballon par groupe de 2,"[""Les deux joueurs partent en tenant le ballon"", ""1 prend le ballon et passe au dessus des plots"", ""2 passe en dessous des plots"", ""1 doit tirer avant que 2 n’arrive""]",[],"[""schemas/exo_196_p72_pick-under.png""]"
cahier-t1-197,72,Pick protect,Tir,Tir,Confirmé,10-15 min,1 ballon par groupe de 2,"[""Les deux joueurs partent en tenant le ballon"", ""1 prend le ballon et passe au dessus des plots"", ""2 suit 1"", ""1 doit réussir a prendre un tir extérieur""]",[],"[""schemas/exo_197_p72_pick-protect.png""]"
cahier-t1-198,72,Tir dans le dos du pick,Tir,Tir,Confirmé,10-15 min,1 ballon / répartir les joueurs en 4 colonnes,"[""Les 1 ont le ballon, ils utilisent le pick"", ""On imagine une défense sur le pick et on fait la passe sur 2 qui remonte dans le dos"", ""2 attrape le ballon et tir""]","[""Les défenses fictives sur pick, les finitions""]","[""schemas/exo_198_p72_tir-dans-le-dos-du-pick.png""]"
cahier-t1-199,72,Fondamentaux,Tir,Tir,Tous niveaux,10-15 min,1 ballon par joueur / Mettre deux joueurs (2 et 4) aux plots et répartir les autres joueurs en deux colonnes / premier joueur sans ballon,"[""1 et 3 courent jusqu’au plot d’en face"", ""Ils reçoivent le ballon des premiers joueurs des colonnes et attaquent le milieu"", ""2 et 4 bougent en fonction du ballon"", ""1 fait la passe à 2 et va prendre sa place, 3 fait la passe à 4 et va prendre sa place, 2 et 4 tirent puis vont dans la colonne ballon (1->2->3->4)""]",[],"[""schemas/exo_199_p72_fondamentaux.png""]"
cahier-t1-200,73,Code de jeu / sortie d’écran - 1,Tir,Tir,Confirmé,10-15 min,"2 colonnes, le premier de la colonne 2 n’a pas de ballon","[""1 drive ligne de fond = déplacement vers le corner de 2"", ""2 tire, 1 remonte pour prendre un tir ou stop tir""]","[""Code de jeu / sortie d’écran 2""]","[""schemas/exo_200_p73_code-de-jeu-sortie-decran-1.png""]"
cahier-t1-201,73,Code de jeu / sortie d’écran - 2,Tir,Tir,Confirmé,10-15 min,"2 colonnes, le premier de la colonne 2 n’a pas de ballon","[""1 drive ligne de fond = déplacement vers le corner de 2"", ""2 remonte en dribble, 1 sort dans le corner pour prendre le tir"", ""2 remonte dans l’axe, reçoit de la colonne 2 et enchaine soit un tir soit un stop tir""]",[],"[""schemas/exo_201_p73_code-de-jeu-sortie-decran-2.png""]"
cahier-t1-202,73,Tir autour du pick,Tir,Tir,Confirmé,10-15 min,Ballon Colonne 2 et 4 / Répartir les joueurs en deux colonnes,"[""4 passe à C puis descend poste bas"", ""C passe à 4"", ""1 remonte à 45°, 4 skip passe sur 1"", ""4 après sa passe court pour aller poser écran"", ""1 joue le pick and roll avec 4"", ""1 passe à 4 pour un tir, 2 passe à 1 pour tirer""]","[""Pop des grands, 2 passe à 4 et 1 prend le tir""]","[""schemas/exo_202_p73_tir-autour-du-pick.png""]"
